sentence,difficulty,encoded_diff,tokens,tokens_no_stop,token_count,nb_verbs,nb_nouns,nb_adj,tfidf_score
"Compte tenu de cette configuration, cette zone est peu adaptée à des mesures de terrain pour limiter la diffusion des campagnols terrestres ; les axes routiers ne représentant pas une barrière très forte pour cette espèce, on peut aussi penser qu'un tel résultat est un artéfact dû à la coupure artificielle d'une seule tache de prairie.",C1,4,"['Compte', 'tenu', 'de', 'cette', 'configuration', ',', 'cette', 'zone', 'est', 'peu', 'adaptée', 'à', 'des', 'mesures', 'de', 'terrain', 'pour', 'limiter', 'la', 'diffusion', 'des', 'campagnols', 'terrestres', ';', 'les', 'axes', 'routiers', 'ne', 'représentant', 'pas', 'une', 'barrière', 'très', 'forte', 'pour', 'cette', 'espèce', ',', 'on', 'peut', 'aussi', 'penser', ""qu'"", 'un', 'tel', 'résultat', 'est', 'un', 'artéfact', 'dû', 'à', 'la', 'coupure', 'artificielle', ""d'"", 'une', 'seule', 'tache', 'de', 'prairie', '.']","['Compte', 'tenu', 'configuration', ',', 'zone', 'adaptée', 'mesures', 'terrain', 'limiter', 'diffusion', 'campagnols', 'terrestres', ';', 'axes', 'routiers', 'représentant', 'barrière', 'forte', 'espèce', ',', 'penser', 'résultat', 'artéfact', 'dû', 'coupure', 'artificielle', 'tache', 'prairie', '.']",29,7,15,5,6.370564035089333
"Après mûre réflexion, la Commission européenne a eu une idée brillante: s'attaquer à un nouveau chantier, qui avait jusque-là bizarrement échappé à sa sagacité légendaire.",C1,4,"['Après', 'mûre', 'réflexion', ',', 'la', 'Commission', 'européenne', 'a', 'eu', 'une', 'idée', 'brillante', ':', ""s'"", 'attaquer', 'à', 'un', 'nouveau', 'chantier', ',', 'qui', 'avait', 'jusque-là', 'bizarrement', 'échappé', 'à', 'sa', 'sagacité', 'légendaire', '.']","['mûre', 'réflexion', ',', 'Commission', 'européenne', 'idée', 'brillante', ':', 'attaquer', 'chantier', ',', 'jusque-là', 'bizarrement', 'échappé', 'sagacité', 'légendaire', '.']",17,3,5,2,4.515078428914416
"Avec de l'expérience, le télévendeur peut devenir animateur d'un pôle de télévendeurs, superviseur d'équipe, chef de plateau.",B1,2,"['Avec', 'de', ""l'"", 'expérience', ',', 'le', 'télévendeur', 'peut', 'devenir', 'animateur', ""d'"", 'un', 'pôle', 'de', 'télévendeurs', ',', 'superviseur', ""d'"", 'équipe', ',', 'chef', 'de', 'plateau', '.']","['expérience', ',', 'télévendeur', 'devenir', 'animateur', 'pôle', 'télévendeurs', ',', 'superviseur', 'équipe', ',', 'chef', 'plateau', '.']",14,2,9,0,3.6579650726638038
"Et toi, qu'est-ce que tu vas faire ?",A2,1,"['Et', 'toi', ',', ""qu'"", 'est', '-ce', 'que', 'tu', 'vas', 'faire', '?']","[',', '-ce', 'faire', '?']",4,2,0,1,2.8031601879954224
Les valorisations boursières des sociétés Internet comme AMAZON,C2,5,"['Les', 'valorisations', 'boursières', 'des', 'sociétés', 'Internet', 'comme', 'AMAZON']","['valorisations', 'boursières', 'sociétés', 'Internet', 'AMAZON']",5,0,2,0,2.595178337868336
"Sur d'autres, on entendait une série de détonations, tandis que des contestataires scandaient: ""notre révolte doit réussir"".",C1,4,"['Sur', ""d'"", 'autres', ',', 'on', 'entendait', 'une', 'série', 'de', 'détonations', ',', 'tandis', 'que', 'des', 'contestataires', 'scandaient', ':', '""', 'notre', 'révolte', 'doit', 'réussir', '""', '.']","[',', 'entendait', 'série', 'détonations', ',', 'tandis', 'contestataires', 'scandaient', ':', '""', 'révolte', 'réussir', '""', '.']",14,4,4,1,3.799564631524856
Les baby-boomers en sont convaincus: tout peut recommencer à 50 ans.,C1,4,"['Les', 'baby', '-', 'boomers', 'en', 'sont', 'convaincus', ':', 'tout', 'peut', 'recommencer', 'à', '50', 'ans', '.']","['baby', '-', 'boomers', 'convaincus', ':', 'recommencer', '50', 'ans', '.']",9,3,4,1,3.0728141340126847
"Rien n'était si beau, si leste, si brillant, si bien ordonné que les deux armées.",B1,2,"['Rien', ""n'"", 'était', 'si', 'beau', ',', 'si', 'leste', ',', 'si', 'brillant', ',', 'si', 'bien', 'ordonné', 'que', 'les', 'deux', 'armées', '.']","['Rien', 'beau', ',', 'leste', ',', 'brillant', ',', 'bien', 'ordonné', 'armées', '.']",11,1,1,3,3.029686988547187
Comment t'appelles-tu ?,A1,0,"['Comment', ""t'"", 'appelles', '-', 'tu', '?']","['appelles', '-', '?']",3,1,0,1,1.6874546019668375
"Largué par la sonde européenne Rosetta, le petit robot avait atterri mercredi en fin d'après-midi sur le noyau de la comète Tchourioumov-Guérassimenko, une première de l'histoire spatiale.",B2,3,"['Largué', 'par', 'la', 'sonde', 'européenne', 'Rosetta', ',', 'le', 'petit', 'robot', 'avait', 'atterri', 'mercredi', 'en', 'fin', ""d'"", 'après-midi', 'sur', 'le', 'noyau', 'de', 'la', 'comète', 'Tchourioumov', '-', 'Guérassimenko', ',', 'une', 'première', 'de', ""l'"", 'histoire', 'spatiale', '.']","['Largué', 'sonde', 'européenne', 'Rosetta', ',', 'petit', 'robot', 'atterri', 'mercredi', 'fin', 'après-midi', 'noyau', 'comète', 'Tchourioumov', '-', 'Guérassimenko', ',', 'histoire', 'spatiale', '.']",20,2,8,0,4.826530033765881
"Elle pendit son linge au dossier d'une chaise, elle demeura debout, tournant, examinant les meubles, frappée d'une telle stupeur, que ses larmes ne coulaient plus ; il lui restait un sou sur les quatre sous gardés pour le lavoir. Puis, entendant rire à la fenêtre Étienne et Claude, déjà consolés, elle s'approcha, prit leurs têtes sous ses bras, s'oublia un instant devant cette chaussée grise, où elle avait vu, le matin, s'éveiller le peuple ouvrier, le travail géant de Paris ; à cette heure, le pavé échauffé par les besognes du jour allumait une réverbération ardente au-dessus de la ville, derrière le mur de l'octroi ; c'était sur ce pavé, dans cet air de fournaise, qu'on la jetait toute seule avec les petits et elle enfila d'un regard les boulevards extérieurs, à droite, à gauche, s'arrêtant aux deux bouts, prise d'une épouvante sourde, comme si sa vie, désormais, allait tenir là, entre un abattoir et un hôpital.",C2,5,"['Elle', 'pendit', 'son', 'linge', 'au', 'dossier', ""d'"", 'une', 'chaise', ',', 'elle', 'demeura', 'debout', ',', 'tournant', ',', 'examinant', 'les', 'meubles', ',', 'frappée', ""d'"", 'une', 'telle', 'stupeur', ',', 'que', 'ses', 'larmes', 'ne', 'coulaient', 'plus', ';', 'il', 'lui', 'restait', 'un', 'sou', 'sur', 'les', 'quatre', 'sous', 'gardés', 'pour', 'le', 'lavoir', '.', 'Puis', ',', 'entendant', 'rire', 'à', 'la', 'fenêtre', 'Étienne', 'et', 'Claude', ',', 'déjà', 'consolés', ',', 'elle', ""s'"", 'approcha', ',', 'prit', 'leurs', 'têtes', 'sous', 'ses', 'bras', ',', ""s'"", 'oublia', 'un', 'instant', 'devant', 'cette', 'chaussée', 'grise', ',', 'où', 'elle', 'avait', 'vu', ',', 'le', 'matin', ',', ""s'"", 'éveiller', 'le', 'peuple', 'ouvrier', ',', 'le', 'travail', 'géant', 'de', 'Paris', ';', 'à', 'cette', 'heure', ',', 'le', 'pavé', 'échauffé', 'par', 'les', 'besognes', 'du', 'jour', 'allumait', 'une', 'réverbération', 'ardente', 'au-dessus', 'de', 'la', 'ville', ',', 'derrière', 'le', 'mur', 'de', ""l'"", 'octroi', ';', ""c'"", 'était', 'sur', 'ce', 'pavé', ',', 'dans', 'cet', 'air', 'de', 'fournaise', ',', ""qu'"", 'on', 'la', 'jetait', 'toute', 'seule', 'avec', 'les', 'petits', 'et', 'elle', 'enfila', ""d'"", 'un', 'regard', 'les', 'boulevards', 'extérieurs', ',', 'à', 'droite', ',', 'à', 'gauche', ',', ""s'"", 'arrêtant', 'aux', 'deux', 'bouts', ',', 'prise', ""d'"", 'une', 'épouvante', 'sourde', ',', 'comme', 'si', 'sa', 'vie', ',', 'désormais', ',', 'allait', 'tenir', 'là', ',', 'entre', 'un', 'abattoir', 'et', 'un', 'hôpital', '.']","['pendit', 'linge', 'dossier', 'chaise', ',', 'demeura', ',', 'tournant', ',', 'examinant', 'meubles', ',', 'frappée', 'stupeur', ',', 'larmes', 'coulaient', ';', 'restait', 'sou', 'gardés', 'lavoir', '.', ',', 'entendant', 'rire', 'fenêtre', 'Étienne', 'Claude', ',', 'consolés', ',', 'approcha', ',', 'prit', 'têtes', 'bras', ',', 'oublia', 'instant', 'chaussée', 'grise', ',', ',', 'matin', ',', 'éveiller', 'peuple', 'ouvrier', ',', 'travail', 'géant', 'Paris', ';', 'heure', ',', 'pavé', 'échauffé', 'besognes', 'jour', 'allumait', 'réverbération', 'ardente', 'au-dessus', 'ville', ',', 'mur', 'octroi', ';', 'pavé', ',', 'air', 'fournaise', ',', 'jetait', 'petits', 'enfila', 'regard', 'boulevards', 'extérieurs', ',', 'droite', ',', 'gauche', ',', 'arrêtant', 'bouts', ',', 'prise', 'épouvante', 'sourde', ',', 'vie', ',', ',', 'allait', ',', 'abattoir', 'hôpital', '.']",100,22,38,8,10.308641696681208
"Le sérum, qui a pâti de la comparaison avec ses concurrents Pfizer et Moderna, est désormais considéré comme aussi efficace pour prévenir le risque d'hospitalisation.",C1,4,"['Le', 'sérum', ',', 'qui', 'a', 'pâti', 'de', 'la', 'comparaison', 'avec', 'ses', 'concurrents', 'Pfizer', 'et', 'Moderna', ',', 'est', 'désormais', 'considéré', 'comme', 'aussi', 'efficace', 'pour', 'prévenir', 'le', 'risque', ""d'"", 'hospitalisation', '.']","['sérum', ',', 'pâti', 'comparaison', 'concurrents', 'Pfizer', 'Moderna', ',', 'considéré', 'efficace', 'prévenir', 'risque', 'hospitalisation', '.']",14,3,5,2,4.379565973001199
"J'ai identifié trois peurs fondamentales du robot: la crainte instinctive du métal contre la chair, la crainte sociétale, presque désespérée du robot qui va voler le travail de l'homme, et, enfin, la crainte identitaire de voir le robot nous dépasser en capacités intellectuelles ou autres.",C2,5,"[""J'"", 'ai', 'identifié', 'trois', 'peurs', 'fondamentales', 'du', 'robot', ':', 'la', 'crainte', 'instinctive', 'du', 'métal', 'contre', 'la', 'chair', ',', 'la', 'crainte', 'sociétale', ',', 'presque', 'désespérée', 'du', 'robot', 'qui', 'va', 'voler', 'le', 'travail', 'de', ""l'"", 'homme', ',', 'et', ',', 'enfin', ',', 'la', 'crainte', 'identitaire', 'de', 'voir', 'le', 'robot', 'nous', 'dépasser', 'en', 'capacités', 'intellectuelles', 'ou', 'autres', '.']","['identifié', 'peurs', 'fondamentales', 'robot', ':', 'crainte', 'instinctive', 'métal', 'contre', 'chair', ',', 'crainte', 'sociétale', ',', 'presque', 'désespérée', 'robot', 'voler', 'travail', 'homme', ',', ',', ',', 'crainte', 'identitaire', 'voir', 'robot', 'dépasser', 'capacités', 'intellectuelles', '.']",31,5,12,2,5.092983359829207
Mais d'autres pourront préférer L'Assassin des échecs ou Les Annales du Kangourou (Editions du Kangourou) .,C2,5,"['Mais', ""d'"", 'autres', 'pourront', 'préférer', ""L'"", 'Assassin', 'des', 'échecs', 'ou', 'Les', 'Annales', 'du', 'Kangourou', '(', 'Editions', 'du', 'Kangourou', ')', '.']","['pourront', 'préférer', 'Assassin', 'échecs', 'Annales', 'Kangourou', '(', 'Editions', 'Kangourou', ')', '.']",11,2,3,0,3.183207769227668
Vous ferez de la randonnée ?,B1,2,"['Vous', 'ferez', 'de', 'la', 'randonnée', '?']","['ferez', 'randonnée', '?']",3,1,1,0,1.9171623032719598
il y a plus de 50 pays francophones !,A1,0,"['il', 'y', 'a', 'plus', 'de', '50', 'pays', 'francophones', '!']","['50', 'pays', 'francophones', '!']",4,1,1,1,2.203717791419081
Ils ont déjà l'obligation de les ramener chez eux.,B1,2,"['Ils', 'ont', 'déjà', ""l'"", 'obligation', 'de', 'les', 'ramener', 'chez', 'eux', '.']","['obligation', 'ramener', '.']",3,1,1,1,2.77022712383687
"Un autre : Oui, on leur a bien donné des noms",A2,1,"['Un', 'autre', ':', 'Oui', ',', 'on', 'leur', 'a', 'bien', 'donné', 'des', 'noms']","[':', 'Oui', ',', 'bien', 'donné', 'noms']",6,1,1,2,2.789118475541267
Vous joindrez à votre formulaire les pièces justificatives et documents sous format numérique.,B2,3,"['Vous', 'joindrez', 'à', 'votre', 'formulaire', 'les', 'pièces', 'justificatives', 'et', 'documents', 'sous', 'format', 'numérique', '.']","['joindrez', 'formulaire', 'pièces', 'justificatives', 'documents', 'format', 'numérique', '.']",8,1,4,0,3.2460504740867675
"Merci, bon voyage.",A1,0,"['Merci', ',', 'bon', 'voyage', '.']","[',', 'bon', 'voyage', '.']",4,0,2,0,1.730751387302913
"Ce geste, presque insensible, lui fit courir, de la tête aux pieds, un grand frisson sur la peau, et, se tournant vivement, il se jeta sur elle, cherchant la bouche avec ses lèvres et la chair nue avec ses mains.",C2,5,"['Ce', 'geste', ',', 'presque', 'insensible', ',', 'lui', 'fit', 'courir', ',', 'de', 'la', 'tête', 'aux', 'pieds', ',', 'un', 'grand', 'frisson', 'sur', 'la', 'peau', ',', 'et', ',', 'se', 'tournant', 'vivement', ',', 'il', 'se', 'jeta', 'sur', 'elle', ',', 'cherchant', 'la', 'bouche', 'avec', 'ses', 'lèvres', 'et', 'la', 'chair', 'nue', 'avec', 'ses', 'mains', '.']","['geste', ',', 'presque', 'insensible', ',', 'fit', 'courir', ',', 'tête', 'pieds', ',', 'grand', 'frisson', 'peau', ',', ',', 'tournant', 'vivement', ',', 'jeta', ',', 'cherchant', 'bouche', 'lèvres', 'chair', 'nue', 'mains', '.']",28,5,9,2,5.414388819605071
Il clabaude aux esgourdes des blaireaux enfarinés et des tordus pasteurisés.,C2,5,"['Il', 'clabaude', 'aux', 'esgourdes', 'des', 'blaireaux', 'enfarinés', 'et', 'des', 'tordus', 'pasteurisés', '.']","['clabaude', 'esgourdes', 'blaireaux', 'enfarinés', 'tordus', 'pasteurisés', '.']",7,1,4,0,2.9379191771979034
"Avec sa nouvelle compagne de quatorze ans sa cadette, il dit ""vivre une renaissance"".",C1,4,"['Avec', 'sa', 'nouvelle', 'compagne', 'de', 'quatorze', 'ans', 'sa', 'cadette', ',', 'il', 'dit', '""', 'vivre', 'une', 'renaissance', '""', '.']","['nouvelle', 'compagne', 'ans', 'cadette', ',', '""', 'vivre', 'renaissance', '""', '.']",10,2,4,0,3.3393796476990563
"Entre ceux qui ne jurent que par l'introduction de l'informatique dans l'enseignement obligatoire, et ceux qui ont peur que l'on veuille transformer le primaire en une grande école d'informatique, il existe pourtant des pistes pour initier les enseignants et favoriser un passage du périscolaire au scolaire, sans avoir à attendre une réforme du socle commun qui prendra des années.",C2,5,"['Entre', 'ceux', 'qui', 'ne', 'jurent', 'que', 'par', ""l'"", 'introduction', 'de', ""l'"", 'informatique', 'dans', ""l'"", 'enseignement', 'obligatoire', ',', 'et', 'ceux', 'qui', 'ont', 'peur', 'que', ""l'"", 'on', 'veuille', 'transformer', 'le', 'primaire', 'en', 'une', 'grande', 'école', ""d'"", 'informatique', ',', 'il', 'existe', 'pourtant', 'des', 'pistes', 'pour', 'initier', 'les', 'enseignants', 'et', 'favoriser', 'un', 'passage', 'du', 'périscolaire', 'au', 'scolaire', ',', 'sans', 'avoir', 'à', 'attendre', 'une', 'réforme', 'du', 'socle', 'commun', 'qui', 'prendra', 'des', 'années', '.']","['jurent', 'introduction', 'informatique', 'enseignement', 'obligatoire', ',', 'peur', 'veuille', 'transformer', 'primaire', 'grande', 'école', 'informatique', ',', 'existe', 'pourtant', 'pistes', 'initier', 'enseignants', 'favoriser', 'passage', 'périscolaire', 'scolaire', ',', 'attendre', 'réforme', 'socle', 'commun', 'prendra', 'années', '.']",31,9,14,2,6.502726379860339
"Parmi les acteurs du commerce équitable, il faut distinguer les organismes ""labellisateurs"", qui certifient des filières d'importation par produit, et les importateurs - grossistes, détaillants ou réseaux de boutiques, comme Artisans du monde -, qui ont leurs propres contacts avec les producteurs et s'autocontrôlent, faute de mieux.",C1,4,"['Parmi', 'les', 'acteurs', 'du', 'commerce', 'équitable', ',', 'il', 'faut', 'distinguer', 'les', 'organismes', '""', 'labellisateurs', '""', ',', 'qui', 'certifient', 'des', 'filières', ""d'"", 'importation', 'par', 'produit', ',', 'et', 'les', 'importateurs', '-', 'grossistes', ',', 'détaillants', 'ou', 'réseaux', 'de', 'boutiques', ',', 'comme', 'Artisans', 'du', 'monde', '-', ',', 'qui', 'ont', 'leurs', 'propres', 'contacts', 'avec', 'les', 'producteurs', 'et', ""s'"", 'autocontrôlent', ',', 'faute', 'de', 'mieux', '.']","['acteurs', 'commerce', 'équitable', ',', 'faut', 'distinguer', 'organismes', '""', 'labellisateurs', '""', ',', 'certifient', 'filières', 'importation', 'produit', ',', 'importateurs', '-', 'grossistes', ',', 'détaillants', 'réseaux', 'boutiques', ',', 'Artisans', 'monde', '-', ',', 'propres', 'contacts', 'producteurs', 'autocontrôlent', ',', 'faute', 'mieux', '.']",36,3,19,1,5.900780330097902
Elle peut donc ouvrir d'autres réflexions et finalement devenir très enrichissante.,B2,3,"['Elle', 'peut', 'donc', 'ouvrir', ""d'"", 'autres', 'réflexions', 'et', 'finalement', 'devenir', 'très', 'enrichissante', '.']","['ouvrir', 'réflexions', 'finalement', 'devenir', 'enrichissante', '.']",6,3,1,3,3.1305237380919295
"Ce paysan pleurait et prétendait qu'on lui avait tout pris ; Fabrice lui donna un écu, et il trouva de l'avoine.",B2,3,"['Ce', 'paysan', 'pleurait', 'et', 'prétendait', ""qu'"", 'on', 'lui', 'avait', 'tout', 'pris', ';', 'Fabrice', 'lui', 'donna', 'un', 'écu', ',', 'et', 'il', 'trouva', 'de', ""l'"", 'avoine', '.']","['paysan', 'pleurait', 'prétendait', 'pris', ';', 'Fabrice', 'donna', 'écu', ',', 'trouva', 'avoine', '.']",12,5,3,1,4.028020426602052
"La première limite est que les instruments de contingentement spatial pris en compte donnent une idée de la maîtrise ""potentielle"" de l'urbanisation, maîtrise dérivant des possibilités fournies par le cadre légal et stratégique dont chaque canton s'est doté.",C2,5,"['La', 'première', 'limite', 'est', 'que', 'les', 'instruments', 'de', 'contingentement', 'spatial', 'pris', 'en', 'compte', 'donnent', 'une', 'idée', 'de', 'la', 'maîtrise', '""', 'potentielle', '""', 'de', ""l'"", 'urbanisation', ',', 'maîtrise', 'dérivant', 'des', 'possibilités', 'fournies', 'par', 'le', 'cadre', 'légal', 'et', 'stratégique', 'dont', 'chaque', 'canton', ""s'"", 'est', 'doté', '.']","['limite', 'instruments', 'contingentement', 'spatial', 'pris', 'compte', 'donnent', 'idée', 'maîtrise', '""', 'potentielle', '""', 'urbanisation', ',', 'maîtrise', 'dérivant', 'possibilités', 'fournies', 'cadre', 'légal', 'stratégique', 'canton', 'doté', '.']",24,5,11,0,5.237633786707821
Le petit chat a plu à mes parents,A2,1,"['Le', 'petit', 'chat', 'a', 'plu', 'à', 'mes', 'parents']","['petit', 'chat', 'plu', 'parents']",4,1,2,0,2.3308207127469336
Se prémunir contre l'altération des données et avoir la certitude qu'elles n'ont pas été modifiées lors de leur stockage ou de leur traitement contribue à la qualité des prises de décisions basées sur celles-ci.,C2,5,"['Se', 'prémunir', 'contre', ""l'"", 'altération', 'des', 'données', 'et', 'avoir', 'la', 'certitude', ""qu'"", 'elles', ""n'"", 'ont', 'pas', 'été', 'modifiées', 'lors', 'de', 'leur', 'stockage', 'ou', 'de', 'leur', 'traitement', 'contribue', 'à', 'la', 'qualité', 'des', 'prises', 'de', 'décisions', 'basées', 'sur', 'celles-ci', '.']","['prémunir', 'contre', 'altération', 'données', 'certitude', 'été', 'modifiées', 'stockage', 'traitement', 'contribue', 'qualité', 'prises', 'décisions', 'basées', '.']",15,5,8,3,5.207586575269714
"[.] Nous sommes des joueurs/joués3"".",B2,3,"['[', '.', ']', 'Nous', 'sommes', 'des', 'joueurs', '/', 'joués3', '""', '.']","['[', '.', ']', 'sommes', 'joueurs', '/', 'joués3', '""', '.']",9,0,1,0,2.0750251187038593
"Quand j'ai lu, j'ai découvert de nouvelles choses surprenantes sur les locataires qui occupaient l'appartement.",B1,2,"['Quand', ""j'"", 'ai', 'lu', ',', ""j'"", 'ai', 'découvert', 'de', 'nouvelles', 'choses', 'surprenantes', 'sur', 'les', 'locataires', 'qui', 'occupaient', ""l'"", 'appartement', '.']","['lu', ',', 'découvert', 'nouvelles', 'choses', 'surprenantes', 'locataires', 'occupaient', 'appartement', '.']",10,2,3,0,3.4703455454360306
